Chinese	Pinyin	POS	Thai
逐渐	zhújiàn	adv	ทีละน้อย, ค่อยๆ
主人	zhǔrén	n	เจ้าของ, เจ้าบ้าน
主任	zhǔrèn	n	ผู้อำนวยการ(ฝ่าย)
主食	zhǔshí	n	อาหารหลัก
住宿	zhùsù	v	พักอาศัย, ที่พัก
主题	zhǔtí	n	หัวข้อหลัก, ธีม
主席	zhǔxí	n	ประธาน(องค์กร)
住址	zhùzhǐ	n	ที่อยู่
注重	zhùzhòng	v	ให้ความสำคัญกับ
竹子	zhúzi	n	ไผ่
紫	zǐ	adj	ม่วง
自从	zìcóng	prep	ตั้งแต่ (เวลาในอดีต)
自动	zìdòng	adv/adj	อัตโนมัติ
资格	zīgé	n	คุณสมบัติ, สิทธิ์
资金	zījīn	n	เงินทุน
自觉	zìjué	v/adj	รู้ตัวเอง, มีจิตสำนึก
字母	zìmǔ	n	ตัวอักษร(ภาษา)
子女	zǐnǚ	n	บุตรชายหญิง, ลูกๆ
自身	zìshēn	n	ตัวมันเอง
姿势	zīshì	n	ท่าทาง, ท่วงท่า
咨询	zīxún	v	ให้คำปรึกษา, สอบถามข้อมูล
自由	zìyóu	adj/n	เสรีภาพ, อิสระ
资源	zīyuán	n	ทรัพยากร
总部	zǒngbù	n	สำนักงานใหญ่
总共	zǒnggòng	adv	รวมทั้งหมด
综合	zōnghé	v	ครอบคลุม, สังเคราะห์
总数	zǒngshù	n	จำนวนรวม
总体	zǒngtǐ	n	โดยรวม, ภาพรวม
总统	zǒngtǒng	n	ประธานาธิบดี
总之	zǒngzhī	conj	โดยสรุป, กล่าวโดยรวม
族	zú	suffix	เผ่า, ชนชาติ (คำเสริมท้าย)
组成	zǔchéng	v	ประกอบกันขึ้นเป็น
足够	zúgòu	v	เพียงพอ
组合	zǔhé	v/n	การรวมกัน, ชุดประกอบ
醉	zuì	v	เมา
嘴巴	zuǐba	n	ปาก
最初	zuìchū	n	เริ่มแรก, ตอนต้น
最佳	zuìjiā	adj	ดีที่สุด
租金	zūjīn	n	ค่าเช่า
尊敬	zūnjìng	v/adj	เคารพนับถือ
遵守	zūnshǒu	v	ปฏิบัติตาม(กฎ)
作出	zuòchū	v	กระทำ, ทำให้เกิดขึ้น
阻止	zǔzhǐ	v	ขัดขวาง, ยับยั้ง
组织	zǔzhī	v/n	จัดตั้งองค์กร, องค์กร
